dimension,knn,knn_std,train_reconstruction,train_reconstruction_std,test_reconstruction,test_reconstruction_std
128,0.2258852258852259,0.008818863931632257,0.003119248974447449,0.00016197808357899782,0.003167129664992293,0.00016739309432563547
150,0.21916971916971917,0.0032686972739538064,0.003027250369389852,5.463855324718582e-05,0.00304265304779013,6.744480672082453e-05
162,0.21916971916971917,0.004755116583454584,0.0029693300991008678,0.000326459609600722,0.003020037276049455,0.00028819724194514455
172,0.22405372405372403,0.002284284118909612,0.002713236569737395,2.838447276724325e-05,0.002767211369549235,3.233895155946367e-05
