dimension,knn,knn_std,train_reconstruction,train_reconstruction_std,test_reconstruction,test_reconstruction_std
1,0.10344827586206896,0.0,0.77788246,0.0,0.8618433,0.0
2,0.27586206896551724,0.0,0.59931904,0.0,0.75628686,0.0
3,0.3103448275862069,0.0,0.44928256,0.0,0.56627387,0.0
4,0.3103448275862069,0.0,0.30333564,0.0,0.467282,0.0
5,0.3448275862068966,0.0,0.17893283,0.0,0.32811892,0.0
6,0.41379310344827586,0.0,0.085993394,0.0,0.17376098,0.0
